Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
021718135,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217181,2022-04-02 16:21:58,你说对就队,1,第14组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628368&targetUid=91391889&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021718151,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217181,2022-04-02 16:21:55,打分,讲得很好,第13组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628367&targetUid=91391905&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719101,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105386&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719102,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:48:57,,birch,第12组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628366&targetUid=112105387&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719103,上海工程技术大学,其他,,,2022-04-02 16:48:57,,birch,第12组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628366&targetUid=112105388&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719104,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,第19组,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628373&targetUid=112105389&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719105,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,第19组,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628373&targetUid=112105390&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719106,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,第19组,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628373&targetUid=112105391&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719107,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:02,你说对就队,好，非常详细,第5组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628359&targetUid=112105392&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719108,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:21:35,你说对就队,摸仙堡,第18组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628372&targetUid=112105393&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719109,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:17,你说对就队,"对对对

1",第8组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628362&targetUid=112105395&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719110,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:48:57,你说对就队,birch,第12组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628366&targetUid=112105396&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719111,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105397&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719112,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:50,你说对就队,meanshift,第3组,84.0,84,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628357&targetUid=112105398&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719113,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:17,你说对就队,"对对对

1",第8组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628362&targetUid=112105399&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719114,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=47539387&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719115,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:14:41,火影八点,,第6组,96.0,96,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628360&targetUid=112105402&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719116,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:14:41,火影八点,,第6组,96.0,96,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628360&targetUid=112105403&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719117,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:14:41,火影八点,,第6组,96.0,96,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628360&targetUid=112105404&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719118,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:22:08,,test,第20组,79.0,79,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628374&targetUid=112105405&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719119,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:21:35,你说对就队,摸仙堡,第18组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628372&targetUid=112105406&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719120,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:22:08,,test,第20组,79.0,79,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628374&targetUid=112105407&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719121,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:31,你说对就队,n,第1组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628355&targetUid=112105408&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719122,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:27,,qwe,第11组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628365&targetUid=112105409&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719123,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:27,,qwe,第11组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628365&targetUid=112105410&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719124,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:21:35,,摸仙堡,第18组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628372&targetUid=112105411&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719125,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:27,,qwe,第11组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628365&targetUid=112105412&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719126,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105413&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719127,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:22:05,,非常的好,第16组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628370&targetUid=112105414&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719128,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:27,,qwe,第11组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628365&targetUid=112105415&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719129,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:23:58,,四组,第4组,93.0,93,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628358&targetUid=112105417&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719130,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105418&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719131,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105419&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719132,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105420&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719133,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105421&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719134,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:23:58,,四组,第4组,93.0,93,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628358&targetUid=112105422&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719135,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105423&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719136,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105424&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719137,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:50,,meanshift,第3组,84.0,84,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628357&targetUid=112105426&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719138,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:23:58,,四组,第4组,93.0,93,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628358&targetUid=112105427&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719139,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:50,,meanshift,第3组,84.0,84,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628357&targetUid=112105428&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719140,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:31,,n,第1组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628355&targetUid=112105429&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719141,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:02,,好，非常详细,第5组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628359&targetUid=112105430&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719142,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:22:05,,非常的好,第16组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628370&targetUid=112105431&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719143,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105433&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719144,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105434&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719145,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,第17组,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628371&targetUid=112105436&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719146,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:21:35,,摸仙堡,第18组,90.0,90,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628372&targetUid=112105438&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719147,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:22:05,,非常的好,第16组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628370&targetUid=112105439&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719148,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112105441&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719149,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:24:07,,。。。。。,第9组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628363&targetUid=112105443&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719150,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:24:07,,。。。。。,第9组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628363&targetUid=112105445&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
021719151,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:23:58,,四组,第4组,93.0,93,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628358&targetUid=112105446&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
022217203,上海工程技术大学,电子电气工程学院,电子信息工程(中美合作),0222172,2022-04-02 16:24:12,你说对就队,,第15组,94.0,94,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628369&targetUid=58719657&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
022217231,上海工程技术大学,电子电气工程学院,电子信息工程(中美合作),0222172,2022-04-02 15:59:17,你说对就队,"对对对

1",第8组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628362&targetUid=58719686&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
031617113,上海工程技术大学,管理学院,市场营销,0316171,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=58723238&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
051119238,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=112103986&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
051619134,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:24:12,你说对就队,,第15组,94.0,94,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628369&targetUid=112104095&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
061517134,上海工程技术大学,机械与汽车工程学院,车辆工程,0615171,2022-04-02 16:21:55,打分,讲得很好,第13组,92.0,92,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628367&targetUid=58725425&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
061519323,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:58:40,你说对就队,打分,第2组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628356&targetUid=112107690&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
061619214,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 16:24:12,你说对就队,,第15组,94.0,94,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628369&targetUid=106350592&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
062317106,上海工程技术大学,机械与汽车工程学院,交通运输(汽车运用工程)(中美合作),0623171,2022-04-02 16:14:41,火影八点,,第6组,96.0,96,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628360&targetUid=58725675&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
062317132,上海工程技术大学,机械与汽车工程学院,交通运输(汽车运用工程)(中美合作),0623171,,,,,,,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=0&targetUid=58725728&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
081819126,上海工程技术大学,电子电气工程学院,数据科学与大数据技术,0217191,2022-04-02 15:59:17,你说对就队,"对对对

1",第8组,91.0,91,https://mobilelearn.chaoxing.com/page/renwu/personalScoreOnlyRead?activeId=7000018497809&groupId=7000000628362&targetUid=112107145&classId=51233038&courseId=222892702&isTeacherViewOpen=1&fid=0
